,index,Brand_Name,Product_Name,Types,Price,Size_ml,Rating,Product_ID,Reviews,Prize_size_ratio,Bayesian_Average,Without Parabens,Without Sulfates,Vegan,Clean at Sephora,CrueltyFree,Oil Free,Fragrance Free,Alcohol Free,Gluten Free,Normal,Dry,Oily,Combination,Sensitive,Dryness,Uneven Texture,Wrinkles,Pores,Oiliness,Acne,Blemishes,Link
225,22,Glossier,Cleanser Concentrate AHA Clarifying and Exfoliating Face Wash,Cleaners,27.0,99.0,3.625,P504790,8.0,0.2727272727272727,4.095465295461463,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,https://www.sephora.com/ca/en/product/glossier-cleanser-concentrate-aha-clarifying-exfoliating-face-wash-P504790?skuId=2649549&icid2=products grid:p504790:product
226,151,Dermalogica,Sebum Clearing Masque,Masks,74.0,75.0,4.125,P446904,8.0,0.9866666666666667,4.209751009747177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/sebum-clearing-masque-P446904?skuId=2239655&icid2=products grid:p446904:product
227,145,Origins,Clear Improvement™ Zero Oil Cleanser With Charcoal,Cleaners,36.0,150.0,3.5,P474369,8.0,0.24,4.066893866890035,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,https://www.sephora.com/ca/en/product/origins-clean-improvement-zero-oil-cleanser-P474369?skuId=2460525&icid2=products grid:p474369:product
228,42,Murad,Intense Recovery Cream,Moisturizers,113.0,51.0,4.0,P467293,8.0,2.215686274509804,4.181179581175749,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/murad-intense-recovery-cream-P467293?skuId=2419497&icid2=products grid:p467293:product
229,50,Dr. Barbara Sturm,Darker Skin Tones Face Cream,Moisturizers,290.0,50.699999999999996,5.0,P448544,9.0,5.71992110453649,4.426146815031978,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,https://www.sephora.com/ca/en/product/dr-barbara-sturm-darker-skin-tones-face-cream-P448544?skuId=2270148&icid2=products grid:p448544:product
230,382,Dr. Barbara Sturm,Brightening Serum,FaceSerum,400.0,30.0,3.5556,P448549,9.0,13.333333333333334,4.0650468150319785,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,https://www.sephora.com/ca/en/product/dr-barbara-sturm-brightening-serum-P448549?skuId=2269942&icid2=products grid:p448549:product
231,18,Dr. Barbara Sturm,Aloe Vera Gel,Moisturizers,95.0,126.0,3.3333,P474036,9.0,0.753968253968254,4.009471815031978,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,https://www.sephora.com/ca/en/product/dr-barbara-sturm-aloe-vera-gel-P474036?skuId=2492783&icid2=products grid:p474036:product
232,387,Tata Harper,Elixir Vitae Serum Wrinkle Solution,FaceSerum,620.0,30.0,3.1111,P449166,9.0,20.666666666666668,3.9539218150319786,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,https://www.sephora.com/ca/en/product/elixir-vitae-serum-wrinkle-solution-P449166?skuId=2284974&icid2=products grid:p449166:product
233,206,philosophy,Purity OilFree Onestep Mattifying Facial Cleanser,Cleaners,39.0,240.0,4.5556,P462908,9.0,0.1625,4.3150468150319785,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,
234,240,Dr. Barbara Sturm,Darker Skin Tones Enzyme Cleanser,Cleaners,95.0,78.0,4.7778,P448546,9.0,1.2179487179487178,4.370596815031978,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,https://www.sephora.com/ca/en/product/dr-barbara-sturm-darker-skin-tones-enzyme-cleanser-P448546?skuId=2270189&icid2=products grid:p448546:product
235,10,Peter Thomas Roth,Mini Water Drench Broad Spectrum SPF 45 Hyaluronic Cloud Moisturizer,Sunscreen,30.0,20.1,4.5556,P482545,9.0,1.4925373134328357,4.3150468150319785,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,https://www.sephora.com/ca/en/product/peter-thomas-roth-mini-water-drench-broad-spectrum-spf-45-hyaluronic-cloud-moisturizer-P482545?skuId=2577385&icid2=products grid:p482545:product
236,10,Peter Thomas Roth,Mini Water Drench Broad Spectrum SPF 45 Hyaluronic Cloud Moisturizer,Sunscreen,30.0,20.1,4.5556,P482545,9.0,1.4925373134328357,4.3150468150319785,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,https://www.sephora.com/ca/en/product/peter-thomas-roth-mini-water-drench-broad-spectrum-spf-45-hyaluronic-cloud-moisturizer-P482545?skuId=2577385&icid2=products grid:p482545:product
237,61,Dermalogica,Overnight Retinol Repair,Moisturizers,126.0,30.0,4.8889,P428408,9.0,4.2,4.398371815031978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/overnight-retinol-repair-P428408?skuId=2046407&icid2=products grid:p428408:product
238,22,Dr. Barbara Sturm,Super AntiAging Face Cream,Moisturizers,468.0,51.0,3.2222,P471017,9.0,9.176470588235293,3.9816968150319787,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,
239,10,MAC Cosmetics,Studio Moisture Cream,Moisturizers,47.0,51.0,4.7778,P01548774,9.0,0.9215686274509803,4.370596815031978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/studio-moisture-cream-P01548774?skuId=2099497&icid2=products grid:p01548774:product
240,38,Oribe,Gold Lust All Over Oil,Moisturizers,78.0,51.0,4.1111,P469090,9.0,1.5294117647058822,4.203921815031979,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/oribe-gold-lust-all-over-oil-P469090?skuId=2438745&icid2=products grid:p469090:product
241,58,Peter Thomas Roth,Mini Water Drench Broad Spectrum SPF 45 Hyaluronic Cloud Moisturizer,Moisturizers,30.0,20.1,4.5556,P482545,9.0,1.4925373134328357,4.3150468150319785,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,https://www.sephora.com/ca/en/product/peter-thomas-roth-mini-water-drench-broad-spectrum-spf-45-hyaluronic-cloud-moisturizer-P482545?skuId=2577385&icid2=products grid:p482545:product
242,58,Peter Thomas Roth,Mini Water Drench Broad Spectrum SPF 45 Hyaluronic Cloud Moisturizer,Moisturizers,30.0,20.1,4.5556,P482545,9.0,1.4925373134328357,4.3150468150319785,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,https://www.sephora.com/ca/en/product/peter-thomas-roth-mini-water-drench-broad-spectrum-spf-45-hyaluronic-cloud-moisturizer-P482545?skuId=2577385&icid2=products grid:p482545:product
243,24,innisfree,Volcanic Pore Clearing Facial Cleanser with AHA + BHA,Cleaners,16.0,150.0,4.4444,P503935,9.0,0.10666666666666667,4.2872468150319785,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/innisfree-volcanic-pore-clearing-facial-cleanser-P503935?skuId=2535193&icid2=products grid:p503935:product
244,24,innisfree,Volcanic Pore Clearing Facial Cleanser with AHA + BHA,Cleaners,16.0,150.0,4.4444,P503935,9.0,0.10666666666666667,4.2872468150319785,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/innisfree-volcanic-pore-clearing-facial-cleanser-P503935?skuId=2535193&icid2=products grid:p503935:product
245,144,Sulwhasoo,Clarifying Peel Off Mask,Masks,60.0,152.10000000000002,4.5,P463110,10.0,0.3944773175542406,4.306521225436519,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/sulwhasoo-clarifying-peel-off-mask-P463110?skuId=2383081&icid2=products grid:p463110:product
246,18,innisfree,Green Tea Hyaluronic Acid Hydrating Eye Serum,Eyecare,28.0,9.9,3.8,P503930,10.0,2.8282828282828283,4.11733203624733,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/innisfree-green-tea-hyaluronic-acid-hydrating-eye-serum-P503930?skuId=2640373&icid2=products grid:p503930:product
247,373,Sulwhasoo,Bloomstay Vitalizing Serum,FaceSerum,144.0,50.699999999999996,4.4,P448929,10.0,2.840236686390533,4.279494198409492,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/bloomstay-vitalizing-serum-P448929?skuId=2291144&icid2=products grid:p448929:product
248,243,Dr. Barbara Sturm,Darker Skin Tones Foam Cleanser,Cleaners,95.0,150.0,3.7,P448545,10.0,0.6333333333333333,4.090305009220303,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,https://www.sephora.com/ca/en/product/dr-barbara-sturm-darker-skin-tones-foam-cleanser-P448545?skuId=2270171&icid2=products grid:p448545:product
249,53,Dermalogica,Daily Resurfacer,Exfoliators,101.0,1050.0,4.7,P423482,10.0,0.09619047619047619,4.360575279490573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/daily-resurfacer-P423482?skuId=2010239&icid2=products grid:p423482:product
250,5,innisfree,Volcanic Pore Clearing Facial Cleanser with AHA + BHA,Makeupremovers,16.0,150.0,4.5,P503935,10.0,0.10666666666666667,4.306521225436519,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/innisfree-volcanic-pore-clearing-facial-cleanser-P503935?skuId=2535193&icid2=products grid:p503935:product
251,5,innisfree,Volcanic Pore Clearing Facial Cleanser with AHA + BHA,Makeupremovers,16.0,150.0,4.5,P503935,10.0,0.10666666666666667,4.306521225436519,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/innisfree-volcanic-pore-clearing-facial-cleanser-P503935?skuId=2535193&icid2=products grid:p503935:product
252,7,Glossier,Cleanser Concentrate AHA Clarifying and Exfoliating Face Wash,Exfoliators,27.0,99.0,3.7,P504790,10.0,0.2727272727272727,4.090305009220303,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,https://www.sephora.com/ca/en/product/glossier-cleanser-concentrate-aha-clarifying-exfoliating-face-wash-P504790?skuId=2649549&icid2=products grid:p504790:product
253,7,Glossier,Cleanser Concentrate AHA Clarifying and Exfoliating Face Wash,Exfoliators,27.0,99.0,3.7,P504790,10.0,0.2727272727272727,4.090305009220303,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,https://www.sephora.com/ca/en/product/glossier-cleanser-concentrate-aha-clarifying-exfoliating-face-wash-P504790?skuId=2649549&icid2=products grid:p504790:product
254,30,JLo Beauty,That Big Screen Hydrating Day Cream,Moisturizers,72.0,51.0,2.3,P468679,10.0,1.411764705882353,3.7119266308419245,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,https://www.sephora.com/ca/en/product/jlo-beauty-that-big-screen-hydrating-day-cream-P468679?skuId=2421659&icid2=products grid:p468679:product
255,34,Kate Somerville,"EradiKate™ Clarifying Blemish Gel Cleanser with Salicylic Acid, Prebiotic Complex & Niacinamide",Blemishacne,59.0,120.0,4.9,P479704,10.0,0.49166666666666664,4.414629333544627,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,https://www.sephora.com/ca/en/product/kate-somerville-eradikate-trade-clarifying-blemish-gel-cleanser-with-salicylic-acid-prebiotic-complex-niacinamide-P479704?skuId=2555209&icid2=products grid:p479704:product
256,17,Shiseido,Urban Environment OilFree Sunscreen SPF 42,Sunscreen,64.0,51.0,4.6,P501273,10.0,1.2549019607843137,4.3335482524635465,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
257,43,Origins,Dr. Andrew Weil for Origins™ MegaMushroom Weightless Hydrating Moisturizer,Moisturizers,51.0,102.0,4.1,P482058,10.0,0.5,4.198413117328411,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,
258,45,Skinfix,"Azelaic Acid BHA,AHA Cleanser",Cleaners,45.0,150.0,4.1,P502089,10.0,0.3,4.198413117328411,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,
259,27,La Mer,Mini The Moisturizing Cool Gel Cream,Moisturizers,135.0,15.0,4.3,P430405,10.0,9.0,4.252467171382465,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/the-moisturizing-cool-gel-cream-mini-P430405?skuId=2060978&icid2=products grid:p430405:product
260,201,Shiseido,Refreshing Cleansing Water,Cleaners,29.0,180.0,4.0,P428421,10.0,0.16111111111111112,4.171386090301384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/refreshing-cleansing-water-P428421?skuId=2044196&icid2=products grid:p428421:product
261,13,Glow Recipe,Mini Watermelon Glow Niacinamide Dew Drops,FaceSerum,26.0,15.0,3.9091,P504636,11.0,1.7333333333333334,4.140562772135559,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/mini-watermelon-glow-niacinamide-dew-drops-P504636?skuId=2640340&icid2=products grid:p504636:product
262,41,Glossier,Priming Moisturizer Lightweight Buildable Face Cream,Moisturizers,31.0,51.0,4.2727,P504784,11.0,0.6078431372549019,4.245815403714506,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,https://www.sephora.com/ca/en/product/glossier-priming-moisturizer-lightweight-buildable-face-cream-P504784?skuId=2649531&icid2=products grid:p504784:product
263,57,BeautyBio,The Radiance Brightening Vitamin E + Rosehip Seed Facial Oil,Moisturizers,90.0,30.0,4.1818,P438629,11.0,3.0,4.219502245819769,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,https://www.sephora.com/ca/en/product/the-radiance-brightening-vitamin-e-rosehip-seed-facial-oil-P438629?skuId=2163137&icid2=products grid:p438629:product
264,52,Clarins,Super Restorative Night Age Spot Correcting Replenishing Cream,Moisturizers,134.0,39.0,3.7273,P388544,11.0,3.4358974358974357,4.0879364563460845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/super-restorative-night-age-spot-correcting-replenishing-cream-P388544?skuId=1649854&icid2=products grid:p388544:product
265,392,Dr. Barbara Sturm,Darker Skin Tones Hyaluronic Serum,FaceSerum,390.0,30.0,4.3636,P448548,11.0,13.0,4.272128561609243,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,https://www.sephora.com/ca/en/product/dr-barbara-sturm-darker-skin-tones-hyaluronic-serum-P448548?skuId=2270197&icid2=products grid:p448548:product
266,156,Dior,Capture Totale Super Potent Cleanser,Cleaners,80.0,150.0,4.4545,P476432,11.0,0.5333333333333333,4.2984417195039795,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,https://www.sephora.com/ca/en/product/dior-capture-totale-super-potent-cleanser-P476432?skuId=2492924&icid2=products grid:p476432:product
267,14,Dermalogica,Clear Start MicroPore Mist,Moisturizers,31.0,120.0,4.2727,P463028,11.0,0.25833333333333336,4.245815403714506,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,
268,67,CLINIQUE,Clinique Smart Clinical™ MD MultiDimensional Age Transformer Duo Resculpt + Revolumize,Moisturizers,95.0,51.0,3.0,P448565,11.0,1.8627450980392157,3.8774022458197686,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,
269,89,Herbivore,Aquarius BHA + Blue Tansy Clarity Cleanser,Cleaners,34.0,60.0,5.0,P505316,11.0,0.5666666666666667,4.456349614240821,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,https://www.sephora.com/ca/en/product/herbivore-botanicals-aquarius-bha-zinc-clarity-cleanser-P505316?skuId=2575157&icid2=products grid:p505316:product
270,76,FOREO,Glow Addict Activated Mask,Masks,32.95,6.3,4.2727,P436347,11.0,5.230158730158731,4.245815403714506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/glow-addict-mask-P436347?skuId=2148971&icid2=products grid:p436347:product
271,17,Peace Out,Retinol Eye Stick,Eyecare,37.0,4.2,3.3636,P502637,11.0,8.809523809523808,3.9826548773987165,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,https://www.sephora.com/ca/en/product/peace-out-retinol-eye-stick-P502637?skuId=2629525&icid2=products grid:p502637:product
272,133,Dermalogica,Skin Hydrating Masque,Masks,56.0,75.0,4.4545,P423463,11.0,0.7466666666666667,4.2984417195039795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/skin-hydrating-masque-P423463?skuId=2010270&icid2=products grid:p423463:product
273,123,Darphin,Vetiver Aromatic Care Stress Relief Detox Oil Mask,Masks,75.0,51.0,4.5455,P430311,11.0,1.4705882352941178,4.324783824767137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/vetiver-aromatic-care-stress-relief-detox-oil-mask-P430311?skuId=2059772&icid2=products grid:p430311:product
274,69,FOREO,H2Overdose Activated Mask ,Masks,32.95,6.3,3.8182,P436343,11.0,5.230158730158731,4.114249614240822,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/h2overdose-mask-P436343?skuId=2148989&icid2=products grid:p436343:product
275,83,Biotherm,Biosource 24H Hydrating & Softening Toner,Toners,34.0,202.79999999999998,4.1818,P414909,11.0,0.1676528599605523,4.219502245819769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/biosource-24h-hydrating-softening-toner-P414909?skuId=1818087&icid2=products grid:p414909:product
276,64,Clarins,My Clarins REBOOST Healthy glow tinted gelcream,Moisturizers,30.0,48.0,3.8182,P472975,11.0,0.625,4.114249614240822,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,
277,23,Charlotte Tilbury,Collagen Superfusion Firming & Plumping Facial Oil,Moisturizers,105.0,30.0,4.5833,P500248,12.0,3.5,4.342073983106442,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/collagen-superfusion-firming-plumping-facial-oil-P500248?skuId=2551950&icid2=products grid:p500248:product
278,48,Shiseido,Future Solution LX Total Regenerating Cream,Moisturizers,375.0,51.0,3.75,P423169,12.0,7.352941176470588,4.0856739831064415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/future-solution-lx-total-regenerating-cream-P423169?skuId=2009215&icid2=products grid:p423169:product
279,59,Herbivore,Moon Fruit Retinol Alternative Sleep Mask,Moisturizers,72.0,51.0,3.4167,P481334,12.0,1.411764705882353,3.9831201369525955,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,https://www.sephora.com/ca/en/product/herbivore-botanicals-moon-fruit-retinol-alternative-sleep-mask-P481334?skuId=2553964&icid2=products grid:p481334:product
280,59,Herbivore,Moon Fruit Retinol Alternative Sleep Mask,Moisturizers,72.0,51.0,3.4167,P481334,12.0,1.411764705882353,3.9831201369525955,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,https://www.sephora.com/ca/en/product/herbivore-botanicals-moon-fruit-retinol-alternative-sleep-mask-P481334?skuId=2553964&icid2=products grid:p481334:product
281,36,Peter Thomas Roth,Microdermabrasion Blackhead Acne Medication,Blemishacne,90.0,60.0,4.5833,P479647,12.0,1.5,4.342073983106442,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,https://www.sephora.com/ca/en/product/peter-thomas-roth-microdermabrasion-blackhead-acne-medication-P479647?skuId=2554681&icid2=products grid:p479647:product
282,32,Shiseido,Treatment Softener,Moisturizers,68.0,150.0,3.25,P433620,12.0,0.4533333333333333,3.9318278292602873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/treatment-softener-P433620?skuId=2100048&icid2=products grid:p433620:product
283,335,BeautyBio,R45 The Lift 3Phase Advanced Neck Contouring Treatment,FaceSerum,110.0,510.0,3.1667,P443812,12.0,0.21568627450980393,3.9061970600295184,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,
284,198,Peter Thomas Roth,Even Smoother™ Glycolic Retinol Resurfacing Serum,FaceSerum,85.0,30.0,4.5833,P479979,12.0,2.8333333333333335,4.342073983106442,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,https://www.sephora.com/ca/en/product/peter-thomas-roth-even-smoother-trade-glycolic-retinol-resurfacing-serum-P479979?skuId=2554699&icid2=products grid:p479979:product
285,85,Herbivore,Moon Fruit Retinol Alternative Sleep Mask,Masks,72.0,51.0,3.4167,P481334,12.0,1.411764705882353,3.9831201369525955,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,https://www.sephora.com/ca/en/product/herbivore-botanicals-moon-fruit-retinol-alternative-sleep-mask-P481334?skuId=2553964&icid2=products grid:p481334:product
286,85,Herbivore,Moon Fruit Retinol Alternative Sleep Mask,Masks,72.0,51.0,3.4167,P481334,12.0,1.411764705882353,3.9831201369525955,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,https://www.sephora.com/ca/en/product/herbivore-botanicals-moon-fruit-retinol-alternative-sleep-mask-P481334?skuId=2553964&icid2=products grid:p481334:product
287,70,Charlotte Tilbury,Mini Goddess Clay Mask 15ml Travel Size,Masks,21.0,15.0,3.0833,P451728,12.0,1.4,3.88053552156798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/mini-goddess-clay-mask-15ml-travel-size-P451728?skuId=2295491&icid2=products grid:p451728:product
288,39,Kate Somerville,"EradiKate™ Blemish Mark Fading Gel  with Salicylic Acid, Prebiotic Complex & Niacinamide",Blemishacne,99.0,30.0,4.25,P479702,12.0,3.3,4.239520136952595,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,https://www.sephora.com/ca/en/product/kate-somerville-eradikate-trade-blemish-mark-fading-gel-with-salicylic-acid-prebiotic-complex-niacinamide-P479702?skuId=2555191&icid2=products grid:p479702:product
289,18,SEPHORA COLLECTION,Prebiotic Smoothie Mask,Masks,11.0,51.0,4.0,P504441,12.0,0.21568627450980393,4.162597060029518,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/sephora-collection-prebiotic-smoothie-masks-strawberry-P504441?skuId=2592657&icid2=products grid:p504441:product
290,3,Jouer Cosmetics,Hydrate + Repair Moisture Face Mist with Blue Light Protection,Moisturizers,46.0,102.0,3.3333,P480310,12.0,0.45098039215686275,3.957458598491057,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/jouer-cosmetics-hydrate-repair-moisture-face-mist-with-blue-light-protetion-P480310?skuId=2552289&icid2=products grid:p480310:product
291,51,MAC Cosmetics,Cleanse Off Oil,Makeupremovers,45.0,150.0,4.5833,P07489987,12.0,0.3,4.342073983106442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/cleanse-off-oil-P07489987?skuId=2099562&icid2=products grid:p07489987:product
292,61,La Mer,Mini The Renewal Oil,Moisturizers,185.0,15.0,4.3077,P428639,13.0,12.333333333333334,4.258534633528781,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/the-renewal-oil-mini-P428639?skuId=1932532&icid2=products grid:p428639:product
293,354,Darphin,HYDRASKIN Intensive SkinHydrating Serum,FaceSerum,113.0,30.0,4.1538,P406955,13.0,3.7666666666666666,4.208517133528781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
294,233,Dermalogica,Intensive Moisture Cleanser,Cleaners,58.0,153.0,3.7692,P441234,13.0,0.3790849673202614,4.08352213352878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/intensive-moisture-cleanser-P441234?skuId=2189579&icid2=products grid:p441234:product
295,31,Caudalie,Deep Exfoliating Cleanser,Exfoliators,43.0,75.0,4.6923,P500016,13.0,0.5733333333333334,4.383529633528781,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,https://www.sephora.com/ca/en/product/deep-exfoliating-cleanser-P500016?skuId=2581221&icid2=products grid:p500016:product
296,31,Caudalie,Deep Exfoliating Cleanser,Exfoliators,43.0,75.0,4.6923,P500016,13.0,0.5733333333333334,4.383529633528781,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,https://www.sephora.com/ca/en/product/deep-exfoliating-cleanser-P500016?skuId=2581221&icid2=products grid:p500016:product
297,66,Clarins,Hydrating Toner Lotion with Aloe Vera,Toners,41.0,201.0,3.8462,P467755,13.0,0.20398009950248755,4.108547133528781,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/clarins-hydrating-toning-lotion-P467755?skuId=2431443&icid2=products grid:p467755:product
298,103,Caudalie,Deep Exfoliating Cleanser,Cleaners,43.0,75.0,4.6923,P500016,13.0,0.5733333333333334,4.383529633528781,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,https://www.sephora.com/ca/en/product/deep-exfoliating-cleanser-P500016?skuId=2581221&icid2=products grid:p500016:product
299,103,Caudalie,Deep Exfoliating Cleanser,Cleaners,43.0,75.0,4.6923,P500016,13.0,0.5733333333333334,4.383529633528781,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,https://www.sephora.com/ca/en/product/deep-exfoliating-cleanser-P500016?skuId=2581221&icid2=products grid:p500016:product
300,58,Blume,Skin Therapy Face Oil  All In One Nourishing Oil,Moisturizers,52.0,30.0,5.0,P502227,13.0,1.7333333333333334,4.48353213352878,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,
301,171,Peter Thomas Roth,Water Drench® Hyaluronic Cloud Makeup Removing Gel Cleanser,Cleaners,42.0,201.0,4.0769,P472824,13.0,0.208955223880597,4.183524633528781,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/peter-thomas-roth-water-drench-reg-hyaluronic-cloud-makeup-removing-gel-cleanser-P472824?skuId=2473460&icid2=products grid:p472824:product
